#CalcHEP  3.6.29
#Type 2 -> 1
#Initial_state
   P1_3=6.500000E+03  P2_3=-6.500000E+03
  StrFun1="PDT:cteq6l1(proton)" 2212
  StrFun2="PDT:cteq6l1(anti-proton)" -2212
#PROCESS   2(u) -2(U) -> 23(Z)
#MASSES  0.0000000000E+00 0.0000000000E+00 9.1188000000E+01
#Cross_section(Width) 1.623793E+04
#Number_of_events      10000
#Sum_of_weights   1.0000E+04   1.0000E+04 
#Events       P1_3 [Gev]        P2_3 [Gev]        P3_1 [Gev]        P3_2 [Gev]        P3_3 [Gev]     Q_factor   alpha_QCD  Color chains
   1.000E+00  7.0308457694E+01 -2.9567037938E+01  0.0000000000E+00  0.0000000000E+00  4.0741419756E+01| 9.119E+01  1.298E-01   (2 1 2 0)
   1.000E+00  1.7173983238E+00 -1.2104430330E+03  0.0000000000E+00  0.0000000000E+00 -1.2087256347E+03| 9.119E+01  1.298E-01   (2 1 2 0)
   1.000E+00  1.7220018228E+01 -1.2072071054E+02  0.0000000000E+00  0.0000000000E+00 -1.0350069232E+02| 9.119E+01  1.298E-01   (2 1 2 0)
   1.000E+00  2.7135861085E+01 -7.6607586893E+01  0.0000000000E+00  0.0000000000E+00 -4.9471725807E+01| 9.119E+01  1.298E-01   (2 1 2 0)
   1.000E+00  7.9159242559E-01 -2.6261151178E+03  0.0000000000E+00  0.0000000000E+00 -2.6253235254E+03| 9.119E+01  1.298E-01   (2 1 2 0)
   1.000E+00  8.5399926258E-01 -2.4342091698E+03  0.0000000000E+00  0.0000000000E+00 -2.4333551706E+03| 9.119E+01  1.298E-01   (2 1 2 0)
   1.000E+00  1.6783692679E+01 -1.2385908607E+02  0.0000000000E+00  0.0000000000E+00 -1.0707539339E+02| 9.119E+01  1.298E-01   (2 1 2 0)
   1.000E+00  4.7527571973E+00 -4.3739091851E+02  0.0000000000E+00  0.0000000000E+00 -4.3263816132E+02| 9.119E+01  1.298E-01   (2 1 2 0)
   1.000E+00  1.1904985219E+00 -1.7461700269E+03  0.0000000000E+00  0.0000000000E+00 -1.7449795284E+03| 9.119E+01  1.298E-01   (2 1 2 0)
   1.000E+00  3.1133689971E+02 -6.6770525368E+00  0.0000000000E+00  0.0000000000E+00  3.0465984717E+02| 9.119E+01  1.298E-01   (2 1 2 0)
   1.000E+00  4.2932144897E+00 -4.8420893970E+02  0.0000000000E+00  0.0000000000E+00 -4.7991572521E+02| 9.119E+01  1.298E-01   (2 1 2 0)
   1.000E+00  1.2271988113E+01 -1.6939495189E+02  0.0000000000E+00  0.0000000000E+00 -1.5712296378E+02| 9.119E+01  1.298E-01   (2 1 2 0)
   1.000E+00  3.1765862458E+01 -6.5441725020E+01  0.0000000000E+00  0.0000000000E+00 -3.3675862563E+01| 9.119E+01  1.298E-01   (2 1 2 0)
   1.000E+00  7.8962387017E+00 -2.6326620997E+02  0.0000000000E+00  0.0000000000E+00 -2.5536997127E+02| 9.119E+01  1.298E-01   (2 1 2 0)
   1.000E+00  2.6414577286E+03 -7.8699454982E-01  0.0000000000E+00  0.0000000000E+00  2.6406707341E+03| 9.119E+01  1.298E-01   (2 1 2 0)
   1.000E+00  1.6008363730E+01 -1.2985792121E+02  0.0000000000E+00  0.0000000000E+00 -1.1384955748E+02| 9.119E+01  1.298E-01   (2 1 2 0)
   1.000E+00  3.2714115976E+00 -6.3544826874E+02  0.0000000000E+00  0.0000000000E+00 -6.3217685714E+02| 9.119E+01  1.298E-01   (2 1 2 0)
   1.000E+00  8.1554927951E+00 -2.5489726841E+02  0.0000000000E+00  0.0000000000E+00 -2.4674177561E+02| 9.119E+01  1.298E-01   (2 1 2 0)
   1.000E+00  2.1593308978E+01 -9.6271156871E+01  0.0000000000E+00  0.0000000000E+00 -7.4677847893E+01| 9.119E+01  1.298E-01   (2 1 2 0)
   1.000E+00  7.7289529648E+00 -2.6896435332E+02  0.0000000000E+00  0.0000000000E+00 -2.6123540035E+02| 9.119E+01  1.298E-01   (2 1 2 0)
   1.000E+00  8.6935619560E+02 -2.3912095485E+00  0.0000000000E+00  0.0000000000E+00  8.6696498605E+02| 9.119E+01  1.298E-01   (2 1 2 0)
   1.000E+00  1.7216233099E+03 -1.2074725197E+00  0.0000000000E+00  0.0000000000E+00  1.7204158374E+03| 9.119E+01  1.298E-01   (2 1 2 0)
   1.000E+00  4.8772042387E+00 -4.2623042511E+02  0.0000000000E+00  0.0000000000E+00 -4.2135322087E+02| 9.119E+01  1.298E-01   (2 1 2 0)
   1.000E+00  2.6332741066E+03 -7.8944035139E-01  0.0000000000E+00  0.0000000000E+00  2.6324846662E+03| 9.119E+01  1.298E-01   (2 1 2 0)
   1.000E+00  1.5389150138E+01 -1.3508301741E+02  0.0000000000E+00  0.0000000000E+00 -1.1969386727E+02| 9.119E+01  1.298E-01   (2 1 2 0)
   1.000E+00  3.8070814485E+02 -5.4603844549E+00  0.0000000000E+00  0.0000000000E+00  3.7524776040E+02| 9.119E+01  1.298E-01   (2 1 2 0)
   1.000E+00  4.6008359516E+02 -4.5183372280E+00  0.0000000000E+00  0.0000000000E+00  4.5556525793E+02| 9.119E+01  1.298E-01   (2 1 2 0)
   1.000E+00  1.4781657757E+02 -1.4063462098E+01  0.0000000000E+00  0.0000000000E+00  1.3375311547E+02| 9.119E+01  1.298E-01   (2 1 2 0)
   1.000E+00  2.9432263410E+02 -7.0630410140E+00  0.0000000000E+00  0.0000000000E+00  2.8725959309E+02| 9.119E+01  1.298E-01   (2 1 2 0)
   1.000E+00  2.0320855126E+03 -1.0229947623E+00  0.0000000000E+00  0.0000000000E+00  2.0310625179E+03| 9.119E+01  1.298E-01   (2 1 2 0)
   1.000E+00  3.8911618031E+03 -5.3423962847E-01  0.0000000000E+00  0.0000000000E+00  3.8906275635E+03| 9.119E+01  1.298E-01   (2 1 2 0)
   1.000E+00  1.5205178594E+00 -1.3671742315E+03  0.0000000000E+00  0.0000000000E+00 -1.3656537137E+03| 9.119E+01  1.298E-01   (2 1 2 0)
   1.000E+00  2.3729870954E+00 -8.7603208634E+02  0.0000000000E+00  0.0000000000E+00 -8.7365909924E+02| 9.119E+01  1.298E-01   (2 1 2 0)
   1.000E+00  4.0924294637E+01 -5.0796546512E+01  0.0000000000E+00  0.0000000000E+00 -9.8722518754E+00| 9.119E+01  1.298E-01   (2 1 2 0)
   1.000E+00  1.9001498500E+03 -1.0940257349E+00  0.0000000000E+00  0.0000000000E+00  1.8990558242E+03| 9.119E+01  1.298E-01   (2 1 2 0)
   1.000E+00  5.9652007354E+01 -3.4849000532E+01  0.0000000000E+00  0.0000000000E+00  2.4803006822E+01| 9.119E+01  1.298E-01   (2 1 2 0)
