#CalcHEP  3.6.29
#Type 1 -> 4
#Initial_state
  P1_3=0
#PROCESS   23(Z) -> 13(m) 13(m) -13(M) -13(M)
#MASSES  9.1188000000E+01 1.0570000000E-01 1.0570000000E-01 1.0570000000E-01 1.0570000000E-01
#Cross_section(Width) 2.996716E-05
#Number_of_events      10000
#Sum_of_weights   1.3224E+04   1.1454E+05 
#Events       P2_1 [Gev]        P2_2 [Gev]        P2_3 [Gev]        P3_1 [Gev]        P3_2 [Gev]        P3_3 [Gev]        P4_1 [Gev]        P4_2 [Gev]        P4_3 [Gev]        P5_1 [Gev]        P5_2 [Gev]        P5_3 [Gev]     Q_factor   alpha_QCD  Color chains
   1.000E+00 -1.1287931571E+01  4.0696081958E+01 -1.3629390120E+01  7.3587116580E-01 -2.6742869577E-01 -3.7401283619E-01  5.1793884825E+00 -3.1555494679E+01  1.5358225242E+01  5.3726719229E+00 -8.8731585836E+00 -1.3548222851E+00| 9.119E+01  1.184E-01 
   4.015E+00  1.5796478151E+00 -7.6865658937E+00  2.3193023460E+00 -1.8379529829E+01  4.1345372022E+01 -2.4664986697E+00  1.5216751525E+01 -3.0459535599E+01 -5.4333235999E-01  1.5831304886E+00 -3.1992705290E+00  6.9052868376E-01| 9.119E+01  1.184E-01 
   1.000E+00  1.2118466757E+00  1.2544347588E+00  8.4711237025E-01 -5.3269830285E+00 -3.1155344157E+01 -3.2252473859E+01  1.7142415989E+00  1.7546583414E+00  1.2047705884E+00  2.4008947539E+00  2.8146251057E+01  3.0200590901E+01| 9.119E+01  1.184E-01 
   1.000E+00  1.0210923158E+01  3.9217169557E+01  1.1731951481E+01 -2.8503706933E+00 -3.9528916360E+00  1.7424926586E+00  1.1325771861E+00 -2.4780151375E+01 -1.6757321050E+01 -8.4931296503E+00 -1.0484126545E+01  3.2828769109E+00| 9.119E+01  1.184E-01 
   3.033E+00  4.3453603548E+01  9.9486583040E+00  3.5702138946E+00  5.5138011449E-02 -1.0194571186E-01 -2.6331311708E-02  7.6253551199E-02 -1.6256574403E+00  6.5216432756E-01 -4.3584995111E+01 -8.2210551518E+00 -4.1960469104E+00| 9.119E+01  1.184E-01 
   1.000E+00  6.5755139254E+00  9.1531655425E-02  1.0900933325E+00  4.8882836639E+00  4.0046398777E+01  8.0947385707E+00 -1.1918967358E+01 -3.9852932213E+01 -9.5949514724E+00  4.5516976867E-01 -2.8499821915E-01  4.1011956929E-01| 9.119E+01  1.184E-01 
   1.000E+00  1.4427268330E+00  3.5631538404E+01 -2.6898876643E+01 -2.6397525630E-01 -1.2299069145E-01  2.0137565437E-01 -1.3391021385E-01 -1.1707705662E+00 -1.3543660504E+00 -1.0448413628E+00 -3.4337777147E+01  2.8051867039E+01| 9.119E+01  1.184E-01 
   2.265E+00  2.6639491160E+01  2.5514893907E+00 -5.4384954572E+00 -1.1379176946E+01 -1.0713822058E+01  1.3140436074E+01 -9.2215382200E+00 -9.3949427300E+00  1.0963728398E+01 -6.0387759936E+00  1.7557275398E+01 -1.8665669014E+01| 9.119E+01  1.184E-01 
   1.000E+00  3.5474274283E+01 -2.5250549902E+00 -1.3586771272E+01  2.2164524294E+00  1.0044225700E+00 -1.3076114485E+00  4.2630843972E+00  2.2688220974E+00 -1.8522452393E+00 -4.1953811110E+01 -7.4818967719E-01  1.6746627959E+01| 9.119E+01  1.184E-01 
   1.000E+00  2.7101457811E+01  1.2841699855E+01 -3.2602514906E+01 -6.3069964632E+00 -7.2706596771E+00  3.0124008957E+00 -1.0253455425E+00 -5.4036296370E-01  4.8310934522E-01 -1.9769115806E+01 -5.0306772147E+00  2.9107004665E+01| 9.119E+01  1.184E-01 
   1.000E+00  2.0222803587E+00 -1.0132063430E+00 -1.1226320470E+00  2.0712974329E+01 -2.9539496045E+01  1.9280883951E+01  2.0012262278E+00 -2.2844692624E+00 -9.3028592459E-01 -2.4736480916E+01  3.2837171650E+01 -1.7227965979E+01| 9.119E+01  1.184E-01 
   1.000E+00  3.6904851064E+01  2.1809148146E+00 -2.6417200569E+01 -3.7321557284E+00  1.9071196545E-01  3.1515546869E+00 -2.3481836939E+01 -8.1634481967E-01  1.3934868373E+01 -9.6908583964E+00 -1.5552819604E+00  9.3307775096E+00| 9.119E+01  1.184E-01 
   1.611E+00 -1.8496664499E+00  1.6184265274E+00 -9.9965939456E-01 -1.7160304330E+01 -3.1135789157E+00 -3.9317179077E+01  4.3035870226E-01 -1.6084203515E-01 -4.7312115978E-01  1.8579612077E+01  1.6559944234E+00  4.0789959631E+01| 9.119E+01  1.184E-01 
   1.000E+00 -2.2863577041E+01  2.9062433535E+01  2.6538332441E+01  2.4459496380E+00 -3.8876271931E+00 -2.6986682652E+00  1.9982947830E+01 -2.4874554604E+01 -2.2948110265E+01  4.3467957371E-01 -3.0025173797E-01 -8.9155391084E-01| 9.119E+01  1.184E-01 
   1.000E+00  1.2236534582E+01 -7.7493384131E+00 -9.4395285768E+00 -1.5663599644E+01  2.2057479771E+01  3.2580645693E+01  8.3088988051E+00 -6.0289011911E+00 -5.9793088528E+00 -4.8818337430E+00 -8.2792401671E+00 -1.7161808263E+01| 9.119E+01  1.184E-01 
   1.000E+00 -3.7456482756E+01 -8.9263978970E+00  1.1045513890E+01  2.3672802889E-01 -3.5559131791E+00 -5.6303941220E+00  3.2640992680E+01  1.7059174692E+01 -1.4211341859E+00  4.5787620477E+00 -4.5768636155E+00 -3.9939855819E+00| 9.119E+01  1.184E-01 
   1.000E+00  1.5564073558E+00 -3.9031183159E+00  4.1163583612E+01 -1.7496470652E+00 -2.8930984706E+00 -1.6488697739E+00 -5.6432995373E+00 -2.7069273923E+00 -1.5093481185E+00  5.8365392467E+00  9.5031441789E+00 -3.8005365720E+01| 9.119E+01  1.184E-01 
   1.000E+00 -2.9395374869E-01 -1.5615830831E+00 -2.6183889226E-01 -4.3933019202E+01  2.6502073779E+00 -6.4907870724E+00  9.2997563637E-01  3.6738412827E-01 -5.5952802354E-01  4.3296997315E+01 -1.4560084230E+00  7.3121539882E+00| 9.119E+01  1.184E-01 
   1.107E+00 -7.5983961463E+00  1.5904061258E+01 -2.8057710676E+01  6.4112748116E-01  1.8530200128E+00 -2.5838844157E+00  8.0027527833E+00 -2.4761363901E+01  3.7036956200E+01 -1.0454841181E+00  7.0042826298E+00 -6.3953611087E+00| 9.119E+01  1.184E-01 
   1.000E+00 -6.4427641099E+00 -1.2225919166E+00 -2.5426425404E+00 -2.1579207723E+01 -1.1465546572E+01  3.2781470715E+01  2.7797249035E+01  1.2120349296E+01 -2.9674608668E+01  2.2472279843E-01  5.6778919326E-01 -5.6421950708E-01| 9.119E+01  1.184E-01 
   1.000E+00  2.2401535400E+01  3.3360157813E+01 -1.1946552568E+01  8.4525791360E-02  1.1833055107E+00 -3.7555511852E-01 -2.2164347072E+01 -3.7264115005E+01  1.2857059531E+01 -3.2171411886E-01  2.7206516813E+00 -5.3495184442E-01| 9.119E+01  1.184E-01 
   1.000E+00 -1.0276406058E+00 -1.9003378640E+00 -5.4415051905E-01 -1.1427592867E+01 -3.2034527277E+01  2.4541764319E+00  1.2617438451E+01  4.1307959853E+01  6.4918906459E+00 -1.6220497826E-01 -7.3730947122E+00 -8.4019165588E+00| 9.119E+01  1.184E-01 
   1.430E+00 -3.7625501195E+01  2.3832908941E+01  7.0550882329E+00  6.6269156173E-01  1.0011737296E-02 -8.1040273845E-01  1.1714231934E+00 -8.2928321490E-02 -1.3675341378E+00  3.5791386440E+01 -2.3759992356E+01 -4.8771513567E+00| 9.119E+01  1.184E-01 
   1.000E+00 -4.4907929039E+01  3.5201652387E+00 -2.2568634342E+00 -9.4203604264E-02  2.7832943650E-01  3.8613144721E-01  5.4503560837E+00 -6.6920356892E-01  2.1885870444E+00  3.9551776559E+01 -3.1292911062E+00 -3.1785505747E-01| 9.119E+01  1.184E-01 
   1.000E+00 -1.0710598919E+00 -1.0352121892E+00  2.3376074535E-01  1.7800639013E+01  4.1215153864E+01  4.8370101600E+00  8.3497237641E-01 -1.7880478640E+00  1.4470932925E-01 -1.7564551497E+01 -3.8391893810E+01 -5.2154802345E+00| 9.119E+01  1.184E-01 
   1.000E+00  7.2634538147E+00  2.9913304689E+00 -3.7565579058E+01  3.7388648920E+00 -4.5737997094E+00 -4.9255972243E+00  7.1229153447E-01 -4.4989273021E-01 -1.3883012519E-01 -1.1714610241E+01  2.0323619707E+00  4.2630006408E+01| 9.119E+01  1.184E-01 
   1.000E+00  1.7262484298E+00 -3.4727556445E+01 -2.5131440953E+01  8.7940048901E-01 -5.6128591903E-01 -9.7815780910E-01 -2.1811826305E+00  3.2818871128E+01  2.8399550687E+01 -4.2446628838E-01  2.4699712364E+00 -2.2899519250E+00| 9.119E+01  1.184E-01 
   1.000E+00  1.2709990775E+01 -1.6541819653E+01  3.6693613100E+01 -1.6300232549E+00  4.3415299266E+00  2.8890359483E+00 -1.0167113665E-01  5.1661196791E-01  2.3781307205E-01 -1.0978296383E+01  1.1683677759E+01 -3.9820462120E+01| 9.119E+01  1.184E-01 
   1.000E+00 -2.9307349514E+01  1.9387351284E+00 -3.4549204296E+01  6.4582656267E-01  1.3163004503E-01  1.8356892573E-01  5.2996969914E+00  9.1918533308E-01  3.9201535924E+00  2.3361825960E+01 -2.9895505065E+00  3.0445481778E+01| 9.119E+01  1.184E-01 
   1.000E+00  5.6018001930E-01 -1.0082034683E+01 -4.4236441771E+01 -1.7349756794E+00  5.6265462346E+00  2.4460448987E+01  2.0095500831E+00  1.3329682938E+00  5.3355987056E+00 -8.3475442308E-01  3.1225201548E+00  1.4440394078E+01| 9.119E+01  1.184E-01 
